Número receta, ingredientes
987,  pepino en flor   +  estragón fresco   +  vinagre de jerez   +  mostaza   +  agua de pepinillo en conserva
988,  almendra tierna   +  almendra amarga   +  mostaza de Dijon   +  aceite de almendra   +  estragón +  sal
989,  avellana tostada   +  sal   +  piel de avellana
990,  huevo de codorniz   +  té Earl grey   +  limón   +  pimienta negra   +  agua de azahar   +  sal
991,  mejillón de roca   +  escabeche de mejillón en conserva  +  pimienta negra   +  albahaca
992,  erizo   +  alga kombu   +  vinagre de arroz
993,  almendra cristal   +  témpura   +  aceite de oliva virgen extra  +  almendra amarga   +  lima
994,  hoja de lima kaffir   +  lima   +  azúcar   +  jengibre   +  cilantro   +  pasta de curry rojo
995,  salsa de soja   +  katsuobushi   +  alga kombu   +  lima
996,  fresita   +  azúcar   +  té matcha   +  sansho   +  sal
997,  masa de pizza    +  almendra tierna   +  almendra amarga   +  leche   +  almendra cruda   +  nata   +  estragón    +  aceite de almendra   +  mostaza de Dijon   +  sal
998,  piña verde de pino   +  azúcar   +  aceite de girasol   +  piñón tierno +  sal
999,  mandarina   +  campari   +  albahaca   +  azúcar   +  semilla de albahaca
1000,  té Earl grey   +  limón   +  azúcar
1001,  cep   +  flor de romero   +  aceite de girasol   +  ajo   +  laurel   +  pimienta negra +  aceite de oliva +  sal
1002,  flor de saúco   +  azúcar mascabado +  sal
1003,  coco   +  vinagre balsámico
1004,  fruta de la pasión   +  azúcar   +  bourbon    +  menta
1005,  pistacho verde   +  sal
1006,  tamarillo   +  azúcar
1007,  alquequenje   +  azúcar
1008,  remolacha   +  azúcar   +  yogur  +  grosella    +  pimienta negra   +  sal
1009,  parmesano   +  manzana   +  azúcar   +  nuez  +  frambuesa liofilizada
1010,  pepino   +  menta +  aceite de girasol   +  pepino en flor   +  aceite de oliva virgen extra   +  vinagre balsámico  +  pimienta negra   +  leche fermentada +  sal
1011,  mozzarella de búfala   +  nata   +  leche   +  anchoa   +  jugo de trufa negra   +  trufa negra en conserva   +  aceite de oliva   +  albahaca
1012,  maíz cocido    +  jugo de trufa negra   +  foie-gras de pato   +  ácido cítrico
1013,  almendra   +  almendra tierna   +  ajo   +  aceite de oliva virgen extra  +  vinagre balsámico  +  sal
1014,  coco   +  salicornia fresca   +  jengibre   +  lima   +  menta   +  curry de Madrás   +  azúcar mascabado
1015,  navajas +  aceite de oliva virgen extra   +  katsuobushi  +  alga kombu   +  lima   +  salsa de soja   +  jengibre  +  wasabi   +  piel de yuzu deshidratada   +  sésamo blanco japonés   +  sésamo negro   +  shiso morado germinado
1016,  calabaza   +  azúcar   +  naranja   +  naranja sanguina   +  mandarina   +  especias Córdoba fatéma Hal  +  aceite de pipa de calabaza   +  sal   +  vinagre balsámico
1017,  patata  +  mantequilla   +  nata   +  agua de mar   +  sal   +  pimienta negra   +  aceite de oliva virgen extra
1018,  limón   +  azúcar    +  mantequilla   +  aceite de oliva virgen extra   +  sal
1019,  espárrago verde silvestre   +  mandarina   +  mantequilla   +  azúcar    +  trufa negra   +  aceite de oliva   +  yogur   +  sal
1020,  espárrago blanco   +  limón   +  aceite de oliva +  aceite de oliva virgen extra   +  almendra amarga   +  leche   +  estragón   +  aceite de girasol   +  mostaza de Dijon +  sal
1021,  espárrago blanco   +  yema de huevo   +  trufa de verano   +  aceite de trufa blanca +  jamón ibérico   +  grasa de jamón ibérico   +  nata   +  pimienta negra
1022,  morilla   +  romero   +  tomillo   +  laurel   +  flor de saúco   +  vinagre de jerez   +  pollo   +  cebolla   +  aceite de oliva   +  piña verde de pino  +  aceite de girasol  +  flor de ajo silvestre   +  pimienta negra  +  sal
1023,  hígado de rape   +  mandarina   +  mantequilla   +  azúcar    +  katsuobushi   +  alga kombu   +  lima   +  salsa de soja   +  shiso morado   +  wasabi   +  cebollino   +  sésamo blanco japonés
1024,  masa de pizza   +  papada ibérica adobada al pimentón  +  aceite de oliva virgen extra
1025,  pomelo vietnamita   +  pomelo rosa   +  naranja sanguina   +  mandarina +  caldo de carne y ave   +  hoja de lima kaffir +  cilantro   +  jengibre   +  ajo   +  shitake   +  pasta de curry rojo   +  coco   +  menta   +  albahaca +  sal
1026,  maíz cocido   +  palomitas   +  aceite de girasol   +  humo   +  mantequilla   +  sal
1027,  mozzarella de búfala  +  aceite de avellana   +  pimienta negra
1028,  navajas   +  salicornia fresca   +  alga dulse   +  sal   +  mentol   +  leche    +  azúcar   +  limón    +  aceite de almendra
1029,  almendruco   +  aceite de oliva   +  almendra en piel   +  almendra cristal   +  almendra cruda     +  melón cantaloupe   +  haba tonka   +  aceite de almendra   +  flor de tomillo   +  flor de mimosa   +  sal   +  flor de romero
1030,  alga kombu en vinagre   +  vinagre de arroz   +  jengibre   +  wasabi   +  sésamo blanco japonés  +  sésamo negro   +  alga kombu +  salsa de soja   +  azúcar   +  lapas   +  salicornia fresca   +  yuzu   +  aceite de sésamo
1031,  caracol +  caracolines   +  romero   +  tomillo   +  hinojo   +  pimienta negra   +  aceite de avellana   +  avellana   +  aceite de oliva +  sal
1032,  aceituna verde manzanilla   +  naranja   +  azahar   +  aceite de girasol +  aceite de oliva   +  aceite de oliva virgen extra   +  tomillo   +  romero   +  laurel   +  ajo   +  hinojo   +  flor de retama   +  pimienta negra
1033,  aceituna verde   +  naranja sanguina   +  azahar  +  aceite de oliva virgen extra  +  sal
1034,  escupiña   +  eucalipto  +  aceite de girasol  +  aceite de oliva   +  arándano
1035,  caldo de carne y ave   +  hoja de lima kaffir   +  cilantro  +  jengibre   +  ajo   +  shitake   +  pasta de curry rojo   +  pepino en flor   +  kumquat   +  albahaca   +  menta
1036,  suero de yogur   +  mandarina  +  aceite de pipa de calabaza  +  parmesano   +  nata +  pimienta negra   +  caldo de carne y ave   +  arroz +  mantequilla  +  albahaca
1037,  pasta fresca de trigo   +  caldo de carne y ave   +  morilla  +  pollo   +  cebolla   +  aceite de oliva   +  mangostán   +  flor de saúco +  sal
1038,  tripa de bacalao   +  caldo de carne y ave   +  hoja de lima kaffir   +  cilantro   +  jengibre   +  ajo   +  shitake   +  pasta de curry rojo   +  menta   +  albahaca   +  macarrón de harina de arroz  +  cidronela   +  coco   +  tamarindo   +  curry de Madrás
1039,  sardina +  aceite de oliva   +  aceite de oliva virgen extra   +  lulo   +  hígado de sardina   +  sal   +  aceite de girasol   +  carbón
1040,  médula de atún   +  salsa de soja   +  sandía   +  wasabi   +  sésamo negro   +  sésamo blanco japonés  +  aceite de sésamo   +  shiso morado   +  piel de yuzu
1041,  gamba   +  lima   +  flor de hinojo fresco
1042,  cigala   +  jengibre rosa   +  wasabi +  salsa de soja   +  vinagre de arroz   +  aceite de sésamo   +  lima   +  aceite de oliva virgen extra
1043,  bogavante   +  zumo de yuzu   +  jengibre   +  semilla de albahaca
1044,  panceta ibérica entreverada ahumada +  ostra  +  pistacho verde   +  flor de borraja   +  ácido cítrico
1045,  calamar   +  leche   +  nata +  humo   +  arroz venere  +  diente de león   +  alcaparra en vinagre   +  vinagre balsámico  +  aceite de oliva +  sal
1046,  espardenya   +  suero de yogur   +  grasa de jamón ibérico   +  ácido cítrico
1047,  tórtola   +  salsa de tórtola   +  saúco   +  baya de saúco   +  ostra   +  panceta ibérica entreverada ahumada  +  pan   +  cacao
1048,  cabrito   +  fondo de cabrito   +  leche +  especias Córdoba fatéma Hal   +  especias Ouarzazate fatéma Hal +  cuscús de cebada verde  +  azafrán +  diente de león +  aceite de oliva  +  aceite de argana   +  canela
1049,  molleja de conejo   +  fondo de conejo   +  regaliz   +  alquequenje   +  aceite de oliva   +  sechuan button   +  pimienta negra
1050,  cabrito   +  fondo de cabrito   +  leche   +  especias Córdoba fatéma Hal   +  cilantro  +  estragón   +  albahaca   +  menta   +  sésamo blanco japonés   +  miel de romero   +  comino   +  pimienta negra
1051,  agua VOSS   +  vodka   +  melocotón de viña
1052,  tamarillo   +  eucalipto +  aceite de girasol   +  azúcar   +  melocotón   +  vodka
1053,  miel de romero   +  jarabe de granada   +  esencia de mástic   +  flor de hinojo
1054,  kiwano   +  azúcar   +  lima   +  nuez moscada
1055,  limón   +  azúcar   +  mantequilla   +  nuez   +  aceite de nuez   +  esencia de almendra amarga +  café    +  sal
1056,  aceite de pipa de calabaza  +  kumquat   +  menta   +  azúcar en roca integral   +  sal
1057,  naranja   +  azúcar   +  miel de romero   +  pimienta de Sechuán   +  mástic   +  sechuan button
1058,  almendra   +  yogur en polvo    +  azúcar   +  zanahoria   +  té matcha   +  mandarina   +  aspérula   +  almendra tierna   +  canela
1059,  limón   +  agua de rosas   +  bizcocho   +  yogur griego   +  azúcar demerara   +  té matcha   +  hinojo   +  albahaca   +  tomillo   +  romero   +  retama   +  borraja   +  shiso morado   +  café   +  regaliz
1060,  remolacha   +  fresa   +  piel de naranja semiconfitada  +  yogur en polvo   +  azúcar  +  vinagre balsámico
1061,  fresa   +  yogur en polvo   +  bizcocho   +  pomelo rosa   +  jarabe de granada +  hierba luisa   +  cardamomo   +  anís Sambuca   +  miel de romero
1062,  fresa    +  queso Philadelphia   +  yogur griego   +  miel de romero   +  amaretto   +  albahaca
1063,  piña   +  cacao +  azúcar +  chocolate   +  enebro   +  leche   +  nata   +  yema de huevo   +  toffee   +  bizcocho +  café
1064,  coco   +  harina de trigo   +  mantequilla   +  azúcar demerara   +  frambuesa liofilizada   +  lima   +  sésamo negro   +  aceite de girasol
1065,  guanábana   +  menta   +  limón   +  azúcar   +  mantequilla   +  semilla de albahaca   +  café   +  flor de albahaca
1066,  azafrán +  pistacho verde   +  lima  +  albaricoque   +  vainilla   +  azúcar demerara   +  clara de huevo   +  almendra amarga   +  germinado de rúcula
1067,  limón +  azúcar   +  mora silvestre   +  wasabi fresco   +  yogur griego   +  sansho   +  piel de yuzu deshidratada   +  shiso morado
1068,  chocolate blanco   +  mango    +  aceituna negra   +  streusel de yogur   +  semilla de albahaca   +  fruta de la pasión   +  yogur en polvo    +  sal   +  albahaca
1069,  naranja   +  chocolate   +  leche   +  nata   +  jengibre   +  frambuesa liofilizada   +  nibs   +  hierba luisa   +  yogur griego   +  azúcar demerara +  ácido cítrico
1070,  masa bretona   +  canela   +  especias Ras el Hanout fatéma Hal  +  higo  +  vinagre de jerez   +  nata   +  miel de romero   +  menta   +  naranja
1071,  pistacho verde   +  bizcocho de pistacho   +  pistacho tostado   +  azúcar
1072,  sésamo negro   +  aceite de girasol   +  chocolate   +  lima   +  mantequilla   +  huevo   +  piel de limón semiconfitada   +  cacao   +  yogur griego
1073,  guanábana   +  harina de trigo   +  mantequilla   +  azúcar   +  yogur en polvo
1074,  agua de rosas   +  lima   +  manteca de cacao     +  agua de azahar   +  naranja   +  azúcar
1075,  naranja   +  esencia de naranja   +  esencia de azahar
1076,  pan   +  chocolate
1077,  yogur en polvo   +  papel de arroz   +  frambuesa liofilizada   +  hierba luisa +  azúcar
1078,  almendra   +  azúcar   +  clara de huevo   +  crema doble   +  ácido cítrico
1079,  masa de pizza   +  chocolate   +  aceite de oliva virgen extra   +  sal
1080,  masa de pizza   +  piel de naranja semiconfitada  +  agua de azahar   +  azúcar   +  sésamo blanco japonés
1081,  naranja sanguina   +  vodka Absolut Mandrin   +  azúcar
1082,  baileys   +  chocolate   +  nata
1083,  fresa   +  clara de huevo   +  nata
1084,  regaliz
1085,  remolacha   +  zanahoria   +  azúcar
1086,  chocolate   +  leche   +  nata   +  eucalipto   +  yema de huevo   +  azúcar
1087,  guanábana    +  semilla de albahaca   +  café
1088,  café   +  fruta de la pasión   +  azúcar  +  menta
1089,  fruta de la pasión   +  clara de huevo   +  azúcar
1090, limón + tequila + cointreau + sal
1091, fresa + lima + cachaça + frambuesa + albahaca
1092, melocotón + sangría  +  menta + canela
1092a, sandía + ginebra + enebro + limón
1093, sangría blanca + melón + lima + fresita + frambuesa + mango + manzana + fruta de la pasión + hierba luisa + albahaca + menta + menta piperita
1094, kumquat + vermouth rojo + canela + limón
1095, aceituna verde + aceite de oliva virgen extra + limón + naranja + tomillo + romero + pimienta negra
1096, sandía + mentol + menta piperita + cinco pimientas
1097, melón + menta + albahaca + cinco pimientas + almendra tierna
1098, melocotón + aceite de almendruco de ciruela pasa + madera de barrica de whiskey tipo Tennessee
1099, fruto seco + azúcar + miel + pimienta + pimienta de Sechuán + anís estrellado + cilantro
1100, queso Reypenaer + palomita + nuez moscada
1101, leche + piñón + parmesano
1102, 3D + crema doble + albahaca limonera + especias Ras el Hanout + fatéma hal
1103, avellana + aceite de almendruco de ciruela pasa + ácido cítrico
1104, mango + aceite de oliva + aceituna negra
1105, zanahoria + jengibre + hierba luisa + regaliz
1106, parmesano + fresita + limón + mantequilla
1107, aceituna negra + crema doble
1108, piel de lenguado + aceite de oliva + ajo + perejil
1109, pie de cerdo + grasa de jamón ibérico + panceta ibérica entreverada ahumada + tomillo + pimienta negra
1110, cereza + yogur + almendra amarga + ginebra
1111, harina de malta + canela isomalt + glucosa + espéculo + anís + pimienta negra
1112, aceite de oliva virgen extra + isomalt + glucosa + sal
1113, quinoa + saúco + almendra amarga + yogur + ácido cítrico
1114, remolacha + keffir + crema doble + albahaca + caramelo Fisherman's Friend
1115, fruta de la pasión + gorgonzola
1116, roquefort  + guanábana
1117, isomalt + aceite de calabaza
1118, pepino + azúcar + cilantro + albahaca + curry rojo + curry de Madrás + sésamo + tamarindo + coco
1119, cilantro
1120, pistacho
1121, ostra + jamón ahumado + plata
1122, flor de mandarino + mandarina
1123, salicornia + panceta ibérica entreverada ahumada + ostra + azafrán
1124, ventresca de caballa + chuen kai + limón + huevo entero + sésamo blanco japonés + vinagre de arroz
1125, brioche + mozzarella + falso tartufo
1125a, brioche + tuétano de ternera + caviar
1125b, brioche + mozzarella + rosas
1126, melón + jamón + pimienta negra
1127, mozzarella + nata
1128, harina de malta + mantequilla + erizo + lima + sal
1129, almeja + pomelo rosa + té Earl grey + alga oboro kombu + sésamo blanco + sésamo negro
1130, piña verde de pino + piñón + regaliz + café + shiso verde + albahaca + borraja + flor de borraja
1131, consomé + trufa negra + foie-gras de pato + maíz + melocotón rojo + naranja + almendra frita + quinoa inflada + pan de especias + nuez
1132, almendra + almendra cristal + saúco + limón + nata + aceite de almendruco de ciruela pasa + flor de acacia
1133, pistacho + consomé + jugo de trufa negra + mandarina
1134, zanahoria + avellana + pomelo rosa + mató + especias Córdoba fatéma Hal + azafrán + cilantro + hinojo
1135, tucuppí + fruta de la pasión + guindilla + cilantro + lima
1136, almendra + almendra verde + avellana + almendra amarga + almendra cristal + nuez + piñón + sal
1137, fruta de la pasión + aceite de oliva virgen extra + aceituna verde
1138, zanahoria + hinojo + nuez de macadamia  + estragón + crema doble
1139, sésamo blanco + soja + isomalt  + wasabi  + sésamo negro + sésamo tostado + miso blanco + zumo de mandarina
1140, alga dulse + erizo + semilla de albahaca + lima
1141, alcachofa + ajo + yogur de cabra + mató + atún en conserva + uña de gato + nuez tierna + minipepino en flor + pan + nuez de macadamia + hueva de atún +  pa-ha + aceite de oliva virgen extra + ficoide glaciale + verdolaga + flor de bergamota
1142, tucuppí + cartílago de pollo + quinoa + tamarindo + estragón + cilantro + perifollo + keffir
1143, yogur + almendra tierna + sechuan button + pepino + aceite de almendra + limón + regaliz + yuzu
1144, caldo de pollo + cidronela + hoja de lima kaffir + cilantro + jengibre + lima  + cigala + curry rojo + pomelo + coco + albahaca + menta + sal
1145, yogur de cabra + alcaparra +ficoide glaciale + mantequilla + vinagre de Jerez + pimienta negra
1146, guisante + jamón ibérico + menta + eucalipto
1147, cañaillas + arroz + kikurage + mostaza + aceite de oliva virgen + shiraita kombu + albahaca + azúcar + vinagre de Jerez
1148, mejillón + shiraita kombu + vinagre de arroz + alga dulse + judía de mar + wakame + tosaka roja + tosaka verde + salicornia + uva de mar + albahaca + perifollo + estragón + menta
1149, piñón tierno + aceite de piñón + piña verde de pino
1150, espárrago blanco + aceite de oliva + leche + limón + yema de huevo + piel de kuzu + pimienta negra + sal
1151, tamarillo + almendra + mangostán + eucalipto + albahaca + almendra amarga
1152, haba tierna + jamón ibérico + menta + flor de haba
1153, nuez + yogur + estragón + manzana + menta + sal
1154, nuez tierna + nuez + té ahumado + wasabi  + miel
1155, nuez + mantequilla avellana + capullo de margarita en vinagre + menta + sal
1156, katsuobushi + alga kombu + sésamo blanco + shiso morado + yuzu + senderuela + sésamo tostado
1157, tomate rojo + mejillón + erizo + alga nori + limón + azúcar + tomate verde + menta chocolatera + almendra tierna + aceite de oliva virgen extra
1158, escupiña + sandía + yuzu + alga kombu + azafrán + aceite de oliva
1159, trufa de verano + arroz venere + regaliz + cep + cacahuete + sésamo negro + remolacha + miso + patata + germinado de col lombarda
1160, hígado de rape + katsuobushi +alga kombu + lima + salsa de soja + sésamo tostado + vinagre de arroz + yuzu + kumquat + sésamo blanco
1161, chipirón + judía blanca + almendra tierna + hinojo + mostaza + almendra amarga + capullo de Margarita
1162, maíz + pollo + cilantro + guindilla + coquina
1163, panceta ibérica entreverada ahumada + nata + anchoa + albahaca + aceituna
1164, soja + miso + raifort + shiso verde + vinagre de arroz + aceite de oliva virgen extra + yema de huevo + sésamo blanco
1165, falso tartufo + cerdo ibérico + aceituna verde
1166, parmesano + cebolla + café + yema de huevo + grasa de jamón ibérico + limón
1167, perrechico + salicornia + keffir + piñón
1168, cep + avellana + uña de gato + sal + pimienta negra
1169, tomate + kumquat + estragón + aceite de almendra + mástic
1170, nécora + aceite de oliva + vinagre de Jerez +caracolines + amaranto + hinojo + albahaca + menta + estragón + perifollo + pimienta negra
1171, ventresca de caballa + pollo + aceite de oliva + cebolla + semilla de albahaca + vinagre de jerez + cebollino + perifollo + estragón + pimienta negra
1172, ostra + panceta ibérica + piña verde de pino + germinado de borraja + lima kaffir
1173, cigala + quinoa + quinoa germinada + cebolla tierna + tomate + lima  + keffir + guindilla + cilantro
1174, bogavante + granadilla + cardamomo + curry de Madrás + lima
1175, rapet + yema de huevo + limón + capullo de Margarita + vinagre + mantequilla avellana + aceite de piñón + aceite de oliva
1176, lenguado + amaranto + leche + especias Córdoba fatéma hal + ajo + aceite de oliva virgen extra + ajo chino + cilantro
1177, tórtola + médula de atún + enoki + panceta ibérica salada + alga nori + salicornia
1178, pollo + tandoori +  leche fermentada + especias Córdoba fatéma Hal + panceta ibérica entreverada ahumada + pimienta negra + ostra + almendra tierna + germinado borraja
1179, seso de cordero + erizo + caldo de verdura + uva de mar + pimienta negra + uva de mar
1180, costillar de cerdo ibérico + cacahuete + curry rojo + jengibre + espaguetis de kuzu + curry de Madrás + sésamo blanco + pasta de tamarindo + cidronela + lima kaffir + coco + cilantro + albahaca + menta + sal
1181, col roja + mostaza + estragón + jamón ibérico + enebro + canela + cardamomo
1182, madera de barrica de whiskey tipo Tennessee
1183, melocotón rojo + licor de melocotón
1184, mozzarella de búfala
1184a, mozzarella de búfala + melocotón + pera + manzana + miel de piña de abeto + hinojo + albahaca
1185, fruta de la pasión + coco + menta + chocolate
1186, granadilla + toffee + fruta de la pasión +cardamomo
1187, melocotón + yogur griego + yogur + café + almendra amarga + hierba luisa + amaretto + limón + sechuan button + albahaca + tomillo limonero
1188, mango + flor de saúco + azafrán + chocolate blanco + fruta de la pasión + mantequilla + coco + pan de especias con miel + plátano + tomillo limonero + aceite de pipa de calabaza
1189, fécula de patata + azúcar + ginebra + mentol + frambuesa + fresa + sandía + amaretto + cereza + pomelo + grosella + baya de saúco + germinado de remolacha + germinado de shiso morado
1190, clara de huevo en polvo + concentrado de fresa + queso Philadelphia + yogur griego + miel de romero + huevo entero + harina de trigo + azúcar + rosa + queso fresco + fresa + lichi + parmesano + amaretto
1191, nata + vainilla + castaña en almíbar + café + licor de café + yema de huevo + clara de huevo + lima  + menta + coco
1192, guisante + leche + lima  + azúcar + plátano + piña + anís seco + yogur griego + hinojo + yogur en polvo + fruta de la pasión
1193, coco + cilantro + albahaca + jengibre + hoja de lima kaffir + cidronela + lima  + clara de huevo + sésamo blanco japonés + azúcar mascabado + pomelo thai + tamarindo + curry de Madrás + germinado de cilantro
1194, higo + rosas + chocolate blanco + pan de especias con miel + jengibre + lavanda + fruta de la pasión + yogur griego
1195, leche + huevo + azúcar + romero + canela + manzana Granny Smith + miel de romero + clara de huevo + mató + limón
1196, chocolate + praliné de avellana + frambuesa + eucalipto + masa kadaif + canela + manteca de cacao
1197, albaricoque + chocolate blanco + manteca de cacao + chocolate con leche + fruta de la pasión + yogur + feuillantine + praliné de avellana + limón + jengibre + menta pippermint + hierba luisa + albahaca + azafrán
1198, chocolate + praliné de avellana + cacao + pera + café + fruta de la pasión + avellana + aceite de oliva + sal
1199, clara de huevo + café + regaliz + canela + yema de huevo + leche + azúcar + frambuesa + pan de especias con miel + masa kadaif + chocolate + yogur griego
1200, piña + hinojo + anís estrellado
1201, flor de saúco + cereza + yogur
1202, limón + ron blanco + café + caramelo japonés
1203, harina de arroz glutinoso + azúcar + café + fécula de patata + guanábana + fruta de la pasión
1203a, harina de arroz glutinoso + azúcar + fruta de la pasión + fécula de patata + nata + albahaca +regaliz
1203b, harina de arroz glutinoso + azúcar + fécula de patata + yogur + yogur griego + ácido cítrico + té matcha + frambuesa + romero
1204, clara de huevo + azúcar + café + chocolate
1205, miel de romero + clara de huevo + miel de romero ahumada + limón
1206, huevo entero + miel de romero + castaña + praliné de avellana + vainilla + aceite de oliva
1207, fruta de la pasión liofilizada + azúcar moreno
1208, menta chocolatera + leche + azúcar + chocolate + manteca de cacao
1209, fruta de la pasión + chocolate + praliné de avellana + azúcar
1209a, azúcar + yogur + chocolate blanco + nuez de macadamia
1210, fresa + azúcar + limón + chocolate + manteca de cacao + petazetas + aceite esencial de eucalipto
1211, frambuesa + leche + chocolate con leche + fruta de la pasión + chocolate + manteca de cacao + chocolate blanco
1212, chocolate + frambuesa
1213, frambuesa + chocolate
1213a, fruta de la pasión + chocolate blanco
1214, frambuesa + chocolate
1214a, albaricoque + chocolate blanco + menta
1214b, melocotón + hierba luisa + chocolate con leche
1214c, fresa + chocolate blanco + aceite esencial de rosas + yogur + ácido cítrico
1215,  mango + bombón + nuez + miel de romero + azúcar + pimienta negra
1216,  azúcar + limquat + ginebra + haba tonka + soda
1217,  mandarina + fresa + azúcar + licor de mandarina + campari + soda
1218,  cereza + kirsch + flor de saúco + pistacho
1219,  piña + coco + ron blanco
1220,  pipa de calabaza + pipa de girasol + sésamo negro + sésamo blanco + ahumado + sal
1221,  lechuga de mar + mantequilla + sésamo blanco + alga nori + aceite de sésamo + sal
1222,  flor de hibisco + grosella negra + azúcar + eucalipto
1223,  mango + azúcar + pimienta de Sechuán + flor de tagete
1224,  azúcar + fruta de la pasión + parmesano
1225,  piña verde de pino + azúcar + piñón + mantequilla
1226,  arroz + alga nori + aceite de sésamo + sésamo blanco + tinta de sepia + ajo + cebolla + vino blanco + guindilla + gamba roja + pimentón ahumado + pimentón dulce + wasabi
1227,  parmesano
1228,  piña + anís estrellado
1229,  avellana + mojama + hueva de atún + aceite de oliva virgen extra
1230,  ventresca de salmón + yuzu
1231,  guanábana + azúcar
1232,  gruyère
1233,  pistacho + ahumado + sal
1234,  coco + almendra amarga + ahumado
1235,  hoja de lima kaffir + cacahuete + menta + curry rojo + lima kaffir
1236,  nuez + ahumado + sal
1237,  plátano + sésamo blanco + azúcar + sal + curry de Madrás
1238,  parmesano + fresa
1239,  tomate + pan + ajo + aceite de oliva virgen extra + sal + pimienta negra + flor de ajo + flor de albahaca + azúcar
1240,  piña verde de pino + azúcar + pimienta de Sechuán
1241,  piña + parmesano
1242,  fruta de la pasión + azúcar + campari
1243,  jengibre + vinagre de arroz + naranja + cidronela  + lima + pomelo rosa + azúcar + galanga + sal + kumquat + aceite de oliva virgen extra
1244,  aceite de oliva virgen extra + azúcar + sal
1245,  aceite de oliva virgen extra + anchoa
1246,  mandarina + flor de mandarino + aceite de oliva
1247,  jamón ibérico + cebolla + mantequilla + nata + pan + sal
1248,  témpura + wasabi + azúcar + lima + cachaça + aguacate + cilantro + menta piperita + sal
1249,  buey de mar + sal + huevo + curry + flor de begonia
1250,  azúcar + gorgonzola + nata + manzana + grappa + nuez + aceite de nuez + sal
1251,  piña verde de pino + azúcar + piñón + sal + mantequilla + piñón tierno
1252,  percebe + caviar
1253,  bressanne + panceta ibérica entreverada ahumada + kirsch + nata + gruyère + pimienta negra
1254,  brioche + albahaca + cilantro + leche + jengibre + galanga + cidronela + curry rojo + lima + lima kaffir + hoja de lima kaffir + coco + cacahuete + aceite de cacahuete + sal + buey de mar + lechuga de mar + pollo + ajo + tomate + azúcar de palma + pimienta de Sechuán + salsa de soja + aceite de sésamo + vinagre de arroz + cebolla tierna + sésamo blanco
1255,  parmesano + pasta fresca + sal + albahaca + caldo de pollo + leche + nata
1256,  chufa + trufa negra
1257,  caballa + aceite de oliva virgen extra + yema de huevo + uña de gato en conserva + vinagre de jerez + flor de ajo + sal
1258,  limón + azúcar + pepino + ginebra Hendrick’s + tónica Fever-Tree + sal + rosa
1259,  nata + yema de huevo + vinagre de vino blanco + estragón + chalota + mantequilla + pimienta negra + perifollo + miel de abeto + sal
1260,  anchoa + arrope + px añejo + px Alvear + moscatel dulce + mandarina + flor de mandarino + aceite de oliva + kumquat + almendra + albahaca + cardamomo verde + brioche + cardamomo verde + almendra amarga
1261,  pomelo rosa + albahaca + cilantro + leche + galanga + jengibre + cidronela + curry rojo + lima + lima kaffir + hoja de lima kaffir + coco + cacahuete + aceite de cacahuete + sal + gamba roja + chicharrón + tomate + ajo + azúcar moreno + salsa de soja + vinagre de arroz + aceite de sésamo + azúcar de palma + salsa de pescado japonesa + pasta de tamarindo
1262,  leche fermentada + pepino + menta + vinagre de jerez + aceite de oliva virgen extra + pimienta negra
1263,  espárrago blanco + sal + aceite de oliva + vinagre de jerez + vinagre de arroz + jengibre + naranja + limón + almendra + aceite de almendra + azúcar + mantequilla + yema de huevo + hueva de atún
1264,  almendra + aceite de almendra + sal + flor de tomate + hoja de tomatera + almendruco + flor de saúco + tomate raff + bergamota + pimienta negra + pasta de tamarindo + flor de saúco + vinagre balsámico + aceite de almendra amarga de ciruela
1265,  alga laurencia + vinagre de arroz + azúcar + piña verde de pino + mangostán + ruibarbo + almendra + almendra tierna
1266, alcachofa + aceite de oliva virgen extra + grosella negra + azúcar + eucalipto + huevo + pimienta negra
1267,  anchoa + alcachofa + aceite de oliva virgen extra + vinagre de jerez
1268,  jugo de ternera + albahaca + leche + nata + ackee + pepino + vinagre de jerez + hinojo + aceite de trufa blanca
1269,  granadilla + cidronela + naranja + lima + naranja sanguina + nata + coco + chili rojo + cebolla + ajo + galanga + albahaca + cilantro + menta + aceite de sésamo + apio
1270,  aceite de pipa de calabaza + pasta fresca + aceite de oliva virgen extra + sal + calabaza + kumquat + pipa de calabaza + pistilo de minicalabaza
1271,  pimiento de Padrón + leche + nata + gamba + huevo + pimienta negra
1272,  vinagre de vino blanco + ventresca de salmón + aceite de oliva virgen extra + ruibarbo + azúcar + vinagre de arroz + naranja + cidronela + lima + pomelo rosa + galanga + jengibre + alcachofa + vinagre de jerez + ajo + aceituna muerta de Aragón + leche fermentada + uña de gato en conserva + pan + pepino + hinojo + manzana + alcaparrón + germinado de borraja + shiso morado + germinado de guisante + capullo de margarita en vinagre + alcaparra en vinagre + sal gris de Guérande
1273,  aceite de oliva + sal + pistacho tierno + pistacho + miel + eucalipto + haba tonka + flor de hinojo + sechuan button + flor de tomillo + flor de hisopo + flor de clavel ideal + flor de violeta blanca + flor de salvia + piña + flor de geranio limón + flor de tagete + flor de begonia + flor de albahaca + flor de menta piperita + flor de borraja + flor de romero
1274,  pollo + trufa negra + sal + nata + hinojo + pistacho + cacahuete + aceite de cacahuete + avellana + aceite de avellana + piñón silvestre + aceite de piñón + mandarina + hinojo
